TANGGAL;ISSUE;TEKNISI;ACTION_PLAN;SPARE_PART;DURATION_MINUTES
01/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;ADJUSTMENT PRINTING PRESSURE;TIDAK;18
03/04/2025;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;GANTI BEARING IMPRESSION ROLL;TIDAK;35
20/11/2024;PHOTOCELL SENSOR ERROR;"SAMSUL
PEPEN
FIKRI";PERBAIKAN WIRING FEEDER;YA;43
15/10/2024;PRINTING BOTAK;"RIZKI
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;11
25/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;DEDI;ADJUSTMENT PRINTING PRESSURE;YA;7
05/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"SAMSUL
BENJHONSON";PERBAIKAN WIRING FEEDER;YA;5
21/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"INDARYONO
FIKRI";ADJUSTMENT PRINTING PRESSURE;TIDAK;30
18/09/2024;PRINTING BOTAK;"JOKO
RIZKI";GANTI OIL GEAR BOX;YA;8
20/04/2025;PRINTING BOTAK;MAULANA;PERBAIKAN WIRING FEEDER;YA;5
21/08/2025;GEAR BOX FEEDER PROBLEM;"BENJHONSON
PEPEN";GANTI BEARING IMPRESSION ROLL;TIDAK;27
01/01/2025;GEAR BOX FEEDER PROBLEM;INDARYONO;ADJUSTMENT PRINTING PRESSURE;TIDAK;147
22/11/2024;GEAR BOX FEEDER PROBLEM;"SAMSUL
DEDI";PERBAIKAN WIRING FEEDER;YA;20
21/04/2025;PRINTING BOTAK;DEDI;ADJUSTMENT PRINTING PRESSURE;YA;39
09/03/2025;GEAR BOX FEEDER PROBLEM;"DEDI
AGUS";PERBAIKAN PNEUMATIC FRAME LOCK;YA;21
17/03/2025;GEAR BOX FEEDER PROBLEM;BUDI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;18
07/04/2025;PHOTOCELL SENSOR ERROR;DEDI;PERBAIKAN WIRING FEEDER;TIDAK;42
22/06/2025;PHOTOCELL SENSOR ERROR;FIKRI;GANTI OIL GEAR BOX;YA;16
15/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
BUDI
AGUS";GANTI BEARING IMPRESSION ROLL;YA;25
27/10/2024;PRINTING BOTAK;RIZKI;PERBAIKAN WIRING FEEDER;YA;26
07/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;AGUS;PERBAIKAN WIRING FEEDER;YA;12
15/06/2025;GEAR BOX FEEDER PROBLEM;PEPEN;GANTI BEARING IMPRESSION ROLL;YA;44
04/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RIZKI
DEDI
SAMSUL";GANTI OIL GEAR BOX;YA;17
21/09/2025;GEAR BOX FEEDER PROBLEM;ALIF;GANTI BEARING IMPRESSION ROLL;TIDAK;11
16/05/2025;GEAR BOX FEEDER PROBLEM;"ACA
INDARYONO";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;31
24/02/2025;PRINTING BOTAK;"BUDI
FIKRI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;10
30/08/2025;FEEDER ELEKTRIK;"BUDI
ACA
RIZKI";PERBAIKAN WIRING FEEDER;TIDAK;20
11/08/2025;GEAR BOX FEEDER PROBLEM;BENJHONSON;ADJUSTMENT PRINTING PRESSURE;YA;20
12/10/2024;PRINTING BOTAK;ACA;PERBAIKAN PNEUMATIC FRAME LOCK;YA;48
24/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;DEDI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;29
17/11/2024;PHOTOCELL SENSOR ERROR;BUDI;GANTI OIL GEAR BOX;YA;20
29/01/2025;PRINTING BOTAK;"BUDI
PEPEN
RIZKI";GANTI BEARING IMPRESSION ROLL;TIDAK;38
16/04/2025;GEAR BOX FEEDER PROBLEM;"INDARYONO
ACA
BENJHONSON";PERBAIKAN PNEUMATIC FRAME LOCK;YA;61
28/12/2024;PHOTOCELL SENSOR ERROR;"AGUS
ALIF";ADJUSTMENT PRINTING PRESSURE;TIDAK;31
23/02/2025;GEAR BOX FEEDER PROBLEM;"FIKRI
ALIF
RIZKI";PERBAIKAN WIRING FEEDER;TIDAK;20
08/06/2025;PRINTING BOTAK;"ACA
SAMSUL";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;7
27/11/2024;PHOTOCELL SENSOR ERROR;BENJHONSON;ADJUSTMENT PRINTING PRESSURE;TIDAK;9
26/01/2025;PHOTOCELL SENSOR ERROR;PEPEN;GANTI BEARING IMPRESSION ROLL;TIDAK;16
22/04/2025;PREFEEDER FLEXO 4 ABNORMAL;"PEPEN
DEDI";PERBAIKAN WIRING FEEDER;TIDAK;12
03/12/2024;PREFEEDER FLEXO 4 ABNORMAL;"DEDI
AGUS
PEPEN";CLEANING & ADJUSTMENT PREFEEDER;YA;17
30/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;SAMSUL;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;21
12/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;BENJHONSON;PERBAIKAN WIRING FEEDER;YA;31
07/08/2025;IMPRESSION FEED ROLL F4 ABNORMAL;PEPEN;GANTI BEARING IMPRESSION ROLL;TIDAK;19
04/06/2025;PREFEEDER FLEXO 4 ABNORMAL;"ACA
MAULANA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;30
14/05/2025;PHOTOCELL SENSOR ERROR;RIZKI;GANTI BEARING IMPRESSION ROLL;YA;21
03/09/2024;GEAR BOX FEEDER PROBLEM;"BUDI
ALIF";GANTI OIL GEAR BOX;TIDAK;5
01/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"AGUS
PEPEN";PERBAIKAN WIRING FEEDER;TIDAK;9
21/02/2025;GEAR BOX FEEDER PROBLEM;DEDI;ADJUSTMENT PRINTING PRESSURE;YA;18
11/11/2024;GEAR BOX FEEDER PROBLEM;"MAULANA
ACA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;8
14/07/2025;PHOTOCELL SENSOR ERROR;RIZKI;GANTI BEARING IMPRESSION ROLL;YA;32
15/02/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"AGUS
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;68
23/12/2024;PHOTOCELL SENSOR ERROR;BENJHONSON;PERBAIKAN PNEUMATIC FRAME LOCK;YA;53
03/06/2025;PHOTOCELL SENSOR ERROR;"AGUS
FIKRI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;17
21/03/2025;PREFEEDER FLEXO 4 ABNORMAL;"ALIF
SAMSUL";PERBAIKAN WIRING FEEDER;TIDAK;66
29/09/2024;GEAR BOX FEEDER PROBLEM;JOKO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;23
09/03/2025;PRINTING BOTAK;INDARYONO;GANTI BEARING IMPRESSION ROLL;TIDAK;15
27/02/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"BUDI
MAULANA";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;12
15/09/2025;PRINTING BOTAK;"ACA
PEPEN";GANTI OIL GEAR BOX;TIDAK;16
09/09/2025;PRINTING BOTAK;SAMSUL;PERBAIKAN WIRING FEEDER;YA;15
13/11/2024;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;PERBAIKAN WIRING FEEDER;TIDAK;23
04/10/2024;FEEDER ELEKTRIK;"MAULANA
INDARYONO";ADJUSTMENT PRINTING PRESSURE;TIDAK;23
01/04/2025;PREFEEDER FLEXO 4 ABNORMAL;"RIZKI
DEDI";PERBAIKAN WIRING FEEDER;YA;20
12/12/2024;PREFEEDER FLEXO 4 ABNORMAL;"ACA
BUDI";ADJUSTMENT PRINTING PRESSURE;YA;28
02/02/2025;PHOTOCELL SENSOR ERROR;"ACA
RIZKI";PERBAIKAN WIRING FEEDER;TIDAK;52
24/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;GANTI BEARING IMPRESSION ROLL;TIDAK;43
25/07/2025;PHOTOCELL SENSOR ERROR;"RIZKI
MAULANA
AGUS";GANTI OIL GEAR BOX;TIDAK;6
02/04/2025;PREFEEDER FLEXO 4 ABNORMAL;"DEDI
AGUS";CLEANING & ADJUSTMENT PREFEEDER;YA;5
01/11/2024;PHOTOCELL SENSOR ERROR;RIZKI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;42
17/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"RIZKI
SAMSUL";ADJUSTMENT PRINTING PRESSURE;TIDAK;7
19/07/2025;GEAR BOX FEEDER PROBLEM;"DEDI
MAULANA";GANTI BEARING IMPRESSION ROLL;TIDAK;17
11/09/2025;FEEDER ELEKTRIK;ACA;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;8
30/09/2024;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;GANTI OIL GEAR BOX;YA;5
02/03/2025;PREFEEDER FLEXO 4 ABNORMAL;ACA;GANTI BEARING IMPRESSION ROLL;TIDAK;31
23/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;ACA;GANTI BEARING IMPRESSION ROLL;TIDAK;37
25/07/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BENJHONSON
AGUS";CLEANING & ADJUSTMENT PREFEEDER;YA;13
04/07/2025;PHOTOCELL SENSOR ERROR;BUDI;GANTI BEARING IMPRESSION ROLL;TIDAK;5
17/08/2025;PHOTOCELL SENSOR ERROR;ACA;GANTI OIL GEAR BOX;TIDAK;13
20/10/2024;FEEDER ELEKTRIK;"ALIF
PEPEN";PERBAIKAN PNEUMATIC FRAME LOCK;YA;27
24/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;FIKRI;ADJUSTMENT PRINTING PRESSURE;TIDAK;6
22/02/2025;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;23
23/12/2024;PHOTOCELL SENSOR ERROR;FIKRI;PERBAIKAN WIRING FEEDER;TIDAK;20
20/08/2025;PHOTOCELL SENSOR ERROR;"BUDI
DEDI";PERBAIKAN WIRING FEEDER;YA;32
02/04/2025;PRINTING BOTAK;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;YA;22
04/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;DEDI;GANTI BEARING IMPRESSION ROLL;YA;9
15/04/2025;FEEDER ELEKTRIK;"FIKRI
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;52
15/09/2024;GEAR BOX FEEDER PROBLEM;BENJHONSON;CLEANING & ADJUSTMENT PREFEEDER;YA;18
19/08/2025;PREFEEDER FLEXO 4 ABNORMAL;PEPEN;CLEANING & ADJUSTMENT PREFEEDER;YA;20
11/10/2024;PRINTING BOTAK;"FIKRI
MAULANA
DEDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;9
23/09/2025;PRINTING BOTAK;BENJHONSON;PERBAIKAN PNEUMATIC FRAME LOCK;YA;14
04/08/2025;FEEDER ELEKTRIK;"INDARYONO
RIZKI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;10
23/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;AGUS;PERBAIKAN PNEUMATIC FRAME LOCK;YA;17
03/11/2024;FEEDER ELEKTRIK;SAMSUL;CLEANING & ADJUSTMENT PREFEEDER;YA;79
10/08/2025;IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;7
24/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;PEPEN;PERBAIKAN WIRING FEEDER;TIDAK;6
02/01/2025;FEEDER ELEKTRIK;"MAULANA
FIKRI";PERBAIKAN WIRING FEEDER;YA;65
29/05/2025;PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
ACA
PEPEN";PERBAIKAN WIRING FEEDER;YA;17
07/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BUDI;GANTI OIL GEAR BOX;TIDAK;12
07/03/2025;GEAR BOX FEEDER PROBLEM;"PEPEN
RIZKI";GANTI OIL GEAR BOX;YA;46
02/12/2024;PHOTOCELL SENSOR ERROR;JOKO;ADJUSTMENT PRINTING PRESSURE;YA;12
22/05/2025;PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
ALIF";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;86
27/10/2024;FEEDER ELEKTRIK;RIZKI;GANTI BEARING IMPRESSION ROLL;TIDAK;34
13/06/2025;GEAR BOX FEEDER PROBLEM;MAULANA;GANTI BEARING IMPRESSION ROLL;TIDAK;14
30/10/2024;PRINTING BOTAK;RIZKI;PERBAIKAN WIRING FEEDER;TIDAK;112
18/08/2025;PHOTOCELL SENSOR ERROR;"BENJHONSON
BUDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;12
08/04/2025;PREFEEDER FLEXO 4 ABNORMAL;FIKRI;ADJUSTMENT PRINTING PRESSURE;TIDAK;36
01/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RIZKI
AGUS
MAULANA";ADJUSTMENT PRINTING PRESSURE;TIDAK;25
26/05/2025;GEAR BOX FEEDER PROBLEM;"MAULANA
FIKRI
PEPEN";ADJUSTMENT PRINTING PRESSURE;TIDAK;57
22/08/2025;FEEDER ELEKTRIK;DEDI;CLEANING & ADJUSTMENT PREFEEDER;YA;70
06/03/2025;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;PERBAIKAN WIRING FEEDER;TIDAK;21
02/11/2024;PREFEEDER FLEXO 4 ABNORMAL;"DEDI
RIZKI";GANTI BEARING IMPRESSION ROLL;TIDAK;11
01/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"JOKO
ALIF
RIZKI";GANTI OIL GEAR BOX;TIDAK;29
27/03/2025;PRINTING BOTAK;"ACA
PEPEN";ADJUSTMENT PRINTING PRESSURE;YA;12
02/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"RIZKI
BENJHONSON";GANTI OIL GEAR BOX;YA;100
16/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"INDARYONO
MAULANA
RIZKI";GANTI OIL GEAR BOX;YA;22
01/12/2024;PRINTING BOTAK;"AGUS
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;15
16/07/2025;FEEDER ELEKTRIK;FIKRI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;23
28/09/2025;PRINTING BOTAK;"BENJHONSON
ACA";GANTI OIL GEAR BOX;TIDAK;7
10/05/2025;FEEDER ELEKTRIK;BUDI;GANTI BEARING IMPRESSION ROLL;TIDAK;9
07/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;JOKO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;52
19/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"RIZKI
FIKRI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;12
30/11/2024;FEEDER ELEKTRIK;"FIKRI
ACA
PEPEN";ADJUSTMENT PRINTING PRESSURE;TIDAK;9
08/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"JOKO
RIZKI
MAULANA";PERBAIKAN WIRING FEEDER;TIDAK;31
04/08/2025;FEEDER ELEKTRIK;"BUDI
SAMSUL
RIZKI";ADJUSTMENT PRINTING PRESSURE;TIDAK;52
20/11/2024;FEEDER ELEKTRIK;JOKO;GANTI BEARING IMPRESSION ROLL;TIDAK;36
30/06/2025;PRINTING BOTAK;"AGUS
ALIF";GANTI BEARING IMPRESSION ROLL;TIDAK;44
02/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"INDARYONO
PEPEN";GANTI BEARING IMPRESSION ROLL;TIDAK;11
15/09/2025;FEEDER ELEKTRIK;FIKRI;GANTI OIL GEAR BOX;TIDAK;6
14/03/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ALIF
FIKRI";ADJUSTMENT PRINTING PRESSURE;TIDAK;66
29/09/2024;GEAR BOX FEEDER PROBLEM;BENJHONSON;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;15
01/07/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
ACA
FIKRI";GANTI BEARING IMPRESSION ROLL;YA;16
11/09/2024;FEEDER ELEKTRIK;INDARYONO;ADJUSTMENT PRINTING PRESSURE;TIDAK;58
18/06/2025;FEEDER ELEKTRIK;"ACA
INDARYONO";GANTI OIL GEAR BOX;TIDAK;31
29/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;JOKO;PERBAIKAN WIRING FEEDER;TIDAK;29
13/02/2025;FEEDER ELEKTRIK;FIKRI;ADJUSTMENT PRINTING PRESSURE;YA;113
20/08/2025;GEAR BOX FEEDER PROBLEM;ALIF;ADJUSTMENT PRINTING PRESSURE;TIDAK;12
27/09/2025;GEAR BOX FEEDER PROBLEM;PEPEN;PERBAIKAN WIRING FEEDER;TIDAK;42
06/03/2025;PRINTING BOTAK;RIZKI;GANTI OIL GEAR BOX;YA;21
02/06/2025;PREFEEDER FLEXO 4 ABNORMAL;ACA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;25
21/06/2025;PRINTING BOTAK;SAMSUL;GANTI OIL GEAR BOX;YA;68
03/09/2025;PHOTOCELL SENSOR ERROR;"MAULANA
SAMSUL";GANTI BEARING IMPRESSION ROLL;TIDAK;30
05/10/2024;FEEDER ELEKTRIK;"RIZKI
JOKO";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;31
10/10/2024;GEAR BOX FEEDER PROBLEM;BUDI;GANTI BEARING IMPRESSION ROLL;TIDAK;47
06/08/2025;FEEDER ELEKTRIK;BENJHONSON;ADJUSTMENT PRINTING PRESSURE;TIDAK;15
07/01/2025;FEEDER ELEKTRIK;"RIZKI
AGUS";PERBAIKAN WIRING FEEDER;YA;10
10/09/2024;GEAR BOX FEEDER PROBLEM;"BUDI
PEPEN
SAMSUL";ADJUSTMENT PRINTING PRESSURE;YA;9
05/08/2025;PHOTOCELL SENSOR ERROR;"RIZKI
ACA
AGUS";PERBAIKAN WIRING FEEDER;TIDAK;5
29/09/2025;PRINTING BOTAK;"DEDI
AGUS";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;104
12/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"PEPEN
BENJHONSON";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;8
11/04/2025;PRINTING BOTAK;MAULANA;GANTI OIL GEAR BOX;YA;17
31/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;AGUS;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;16
18/08/2025;FEEDER ELEKTRIK;JOKO;CLEANING & ADJUSTMENT PREFEEDER;YA;26
16/11/2024;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;GANTI BEARING IMPRESSION ROLL;TIDAK;38
07/05/2025;FEEDER ELEKTRIK;"JOKO
AGUS";PERBAIKAN PNEUMATIC FRAME LOCK;YA;40
21/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;GANTI BEARING IMPRESSION ROLL;TIDAK;13
04/08/2025;FEEDER ELEKTRIK;AGUS;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;17
11/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;PERBAIKAN WIRING FEEDER;TIDAK;25
03/10/2024;PRINTING BOTAK;AGUS;GANTI OIL GEAR BOX;YA;16
23/03/2025;PHOTOCELL SENSOR ERROR;"PEPEN
BENJHONSON
MAULANA";PERBAIKAN WIRING FEEDER;TIDAK;72
01/11/2024;FEEDER ELEKTRIK;"SAMSUL
BUDI
ACA";ADJUSTMENT PRINTING PRESSURE;YA;30
31/12/2024;FEEDER ELEKTRIK;FIKRI;GANTI BEARING IMPRESSION ROLL;TIDAK;36
27/06/2025;GEAR BOX FEEDER PROBLEM;"FIKRI
DEDI";GANTI OIL GEAR BOX;YA;34
05/04/2025;PREFEEDER FLEXO 4 ABNORMAL;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;YA;51
19/01/2025;PRINTING BOTAK;"ACA
SAMSUL";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;23
01/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
ALIF
BUDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;7
16/08/2025;PREFEEDER FLEXO 4 ABNORMAL;FIKRI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;28
02/05/2025;GEAR BOX FEEDER PROBLEM;ACA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;12
18/09/2024;PHOTOCELL SENSOR ERROR;"AGUS
INDARYONO
FIKRI";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;13
10/06/2025;PRINTING BOTAK;AGUS;GANTI OIL GEAR BOX;TIDAK;32
17/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BENJHONSON
RIZKI";ADJUSTMENT PRINTING PRESSURE;YA;54
21/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;20
17/12/2024;PHOTOCELL SENSOR ERROR;RIZKI;GANTI OIL GEAR BOX;TIDAK;26
28/09/2025;GEAR BOX FEEDER PROBLEM;"FIKRI
INDARYONO";GANTI BEARING IMPRESSION ROLL;YA;78
10/05/2025;PRINTING BOTAK;"JOKO
ALIF
FIKRI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;24
24/08/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
ALIF";ADJUSTMENT PRINTING PRESSURE;TIDAK;160
09/09/2025;PHOTOCELL SENSOR ERROR;"DEDI
ALIF";ADJUSTMENT PRINTING PRESSURE;YA;31
26/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"AGUS
PEPEN
FIKRI";ADJUSTMENT PRINTING PRESSURE;YA;5
02/09/2024;PRINTING BOTAK;AGUS;GANTI BEARING IMPRESSION ROLL;TIDAK;37
22/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;27
01/09/2025;PHOTOCELL SENSOR ERROR;"FIKRI
PEPEN
SAMSUL";GANTI OIL GEAR BOX;TIDAK;56
11/02/2025;PRINTING BOTAK;"DEDI
PEPEN";GANTI BEARING IMPRESSION ROLL;YA;34
18/08/2025;FEEDER ELEKTRIK;FIKRI;GANTI BEARING IMPRESSION ROLL;YA;18
14/10/2024;PRINTING BOTAK;PEPEN;ADJUSTMENT PRINTING PRESSURE;TIDAK;8
20/06/2025;PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;PERBAIKAN WIRING FEEDER;TIDAK;17
18/07/2025;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;10
26/08/2025;PHOTOCELL SENSOR ERROR;INDARYONO;ADJUSTMENT PRINTING PRESSURE;TIDAK;13
08/04/2025;FEEDER ELEKTRIK;PEPEN;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;32
27/11/2024;FEEDER ELEKTRIK;INDARYONO;GANTI OIL GEAR BOX;TIDAK;76
11/04/2025;PHOTOCELL SENSOR ERROR;"AGUS
RIZKI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;27
01/09/2025;PREFEEDER FLEXO 4 ABNORMAL;FIKRI;GANTI BEARING IMPRESSION ROLL;TIDAK;8
18/09/2025;PRINTING BOTAK;"PEPEN
JOKO";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;29
20/12/2024;PHOTOCELL SENSOR ERROR;DEDI;GANTI OIL GEAR BOX;YA;52
03/04/2025;PREFEEDER FLEXO 4 ABNORMAL;"FIKRI
PEPEN";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;12
13/01/2025;PREFEEDER FLEXO 4 ABNORMAL;"RIZKI
BENJHONSON";GANTI BEARING IMPRESSION ROLL;TIDAK;18
17/08/2025;GEAR BOX FEEDER PROBLEM;"MAULANA
INDARYONO";ADJUSTMENT PRINTING PRESSURE;YA;20
13/02/2025;GEAR BOX FEEDER PROBLEM;"AGUS
BENJHONSON";GANTI OIL GEAR BOX;TIDAK;11
29/08/2025;PRINTING BOTAK;"SAMSUL
ACA
MAULANA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;34
01/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BENJHONSON;ADJUSTMENT PRINTING PRESSURE;TIDAK;18
08/07/2025;GEAR BOX FEEDER PROBLEM;"DEDI
FIKRI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;28
08/01/2025;FEEDER ELEKTRIK;"JOKO
ACA";ADJUSTMENT PRINTING PRESSURE;TIDAK;10
07/11/2024;FEEDER ELEKTRIK;SAMSUL;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;14
26/11/2024;FEEDER ELEKTRIK;"ALIF
RIZKI";CLEANING & ADJUSTMENT PREFEEDER;YA;36
10/02/2025;GEAR BOX FEEDER PROBLEM;"JOKO
PEPEN";GANTI BEARING IMPRESSION ROLL;YA;15
08/02/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;RIZKI;GANTI BEARING IMPRESSION ROLL;TIDAK;80
09/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;SAMSUL;GANTI BEARING IMPRESSION ROLL;TIDAK;15
08/02/2025;PRINTING BOTAK;ALIF;GANTI OIL GEAR BOX;TIDAK;24
27/09/2025;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
FIKRI";ADJUSTMENT PRINTING PRESSURE;YA;42
06/12/2024;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;CLEANING & ADJUSTMENT PREFEEDER;YA;6
29/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;DEDI;ADJUSTMENT PRINTING PRESSURE;TIDAK;5
30/10/2024;PRINTING BOTAK;RIZKI;GANTI BEARING IMPRESSION ROLL;TIDAK;6
07/05/2025;PRINTING BOTAK;"MAULANA
DEDI";CLEANING & ADJUSTMENT PREFEEDER;YA;55
26/02/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ACA;CLEANING & ADJUSTMENT PREFEEDER;YA;13
19/09/2025;FEEDER ELEKTRIK;SAMSUL;GANTI OIL GEAR BOX;TIDAK;155
18/12/2024;FEEDER ELEKTRIK;BUDI;PERBAIKAN WIRING FEEDER;YA;13
02/04/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;FIKRI;ADJUSTMENT PRINTING PRESSURE;YA;23
16/02/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;AGUS;GANTI OIL GEAR BOX;YA;69
21/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
ALIF";CLEANING & ADJUSTMENT PREFEEDER;YA;100
12/10/2024;PRINTING BOTAK;"AGUS
RIZKI
DEDI";GANTI OIL GEAR BOX;TIDAK;104
02/07/2025;GEAR BOX FEEDER PROBLEM;ALIF;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;53
20/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"DEDI
SAMSUL
PEPEN";CLEANING & ADJUSTMENT PREFEEDER;YA;45
27/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;FIKRI;PERBAIKAN PNEUMATIC FRAME LOCK;YA;32
