Date;ITEM UNIT;ISSUE;IMPACT;ACTION PLAN;EKSEKUTOR;PELAKSANA PERBAIKAN;REMARK;DURATION_MINUTES
24/10/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ECIN
PEPEN
ZAINAL";;DONE;34
30/06/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;;DONE;68
17/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ALIF
RICKY
ECIN";;DONE;123
11/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;SAHRUL;;DONE;159
05/09/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ECIN;;DONE;161
19/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
INDARYONO
NANDA A";;DONE;99
03/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
NANDA A
ECIN";;DONE;73
01/01/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
ALIF
INDARYONO";;DONE;202
01/02/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;RICKY;;DONE;62
19/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;SAHRUL;;DONE;98
30/09/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ZAINAL
BENJHONSON
INDARYONO";;DONE;118
11/10/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ERWAN
INDARYONO
RICKY";;DONE;123
14/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"PEPEN
INDARYONO";;DONE;175
05/08/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ZAINAL;;DONE;105
01/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"NANDA A
ALIF";;DONE;52
25/08/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"SAHRUL
MAULANA
ZAINAL";;DONE;149
19/11/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ECIN
BOWO";;DONE;97
02/09/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;;DONE;65
06/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAHRUL
RICKY";;DONE;77
30/07/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ALIF
NANDA A";;DONE;101
30/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
MAULANA
ALIF";;DONE;187
19/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BENJHONSON
MAULANA
INDARYONO";;DONE;237
12/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
NANDA A
BENJHONSON";;DONE;151
19/11/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;;DONE;227
08/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAHRUL
NANDA A";;DONE;76
06/01/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"RICKY
SAHRUL";;DONE;91
18/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RICKY
ZAINAL
NANDA A";;DONE;95
26/01/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;RICKY;;DONE;37
05/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
INDARYONO
ACA";;DONE;138
24/09/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ECIN
BENJHONSON";;DONE;119
31/05/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ALIF
RICKY
MAULANA";;DONE;48
09/10/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ALIF
BOWO";;DONE;138
25/12/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ERWAN
ZAINAL";;DONE;128
07/07/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"INDARYONO
NANDA A
BOWO";;DONE;163
05/12/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ERWAN;;DONE;76
14/11/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAHRUL
PEPEN";;DONE;134
26/01/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;;DONE;169
03/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;;DONE;136
29/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ACA;;DONE;58
13/12/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;;DONE;99
21/11/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
SAHRUL";;DONE;149
08/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ECIN
ALIF
NANDA A";;DONE;62
18/11/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;;DONE;65
12/08/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
MAULANA
ZAINAL";;DONE;35
09/02/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"RICKY
PEPEN";;DONE;123
02/09/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"PEPEN
ECIN
ACA";;DONE;105
16/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"NANDA A
BOWO
PEPEN";;DONE;68
16/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BOWO
ALIF
RICKY";;DONE;89
26/12/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ECIN
NANDA A";;DONE;78
18/08/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;MAULANA;;DONE;117
21/01/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ECIN
ACA
ZAINAL";;DONE;126
29/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"NANDA A
BENJHONSON";;DONE;208
16/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
ERWAN";;DONE;114
21/10/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
ECIN";;DONE;149
30/09/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;RICKY;;DONE;194
16/07/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
BENJHONSON
BOWO";;DONE;68
20/12/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;SAHRUL;;DONE;116
10/08/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
ERWAN
BOWO";;DONE;137
17/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;RICKY;;DONE;159
28/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ECIN;;DONE;43
27/01/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;RICKY;;DONE;184
19/04/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ZAINAL;;DONE;163
25/07/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RICKY
ECIN
MAULANA";;DONE;137
26/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BENJHONSON;;DONE;62
04/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ECIN;;DONE;142
25/10/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;NANDA A;;DONE;167
05/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;INDARYONO;;DONE;148
11/06/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;RICKY;;DONE;55
09/10/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;;DONE;149
20/11/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
ECIN
BENJHONSON";;DONE;134
30/11/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ZAINAL
PEPEN
NANDA A";;DONE;91
21/10/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ERWAN
ACA
ALIF";;DONE;105
19/09/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ECIN;;DONE;152
24/06/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BOWO
NANDA A
ALIF";;DONE;121
18/04/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ECIN
MAULANA
ALIF";;DONE;76
13/02/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ECIN
ACA
BOWO";;DONE;101
24/10/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ZAINAL;;DONE;101
11/01/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"SAHRUL
ALIF
RICKY";;DONE;127
11/09/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ERWAN;;DONE;192
01/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAHRUL
MAULANA";;DONE;150
06/02/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ERWAN
ALIF
ACA";;DONE;130
11/02/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;MAULANA;;DONE;37
24/01/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ECIN
ZAINAL";;DONE;50
20/04/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
INDARYONO
ALIF";;DONE;244
01/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ECIN;;DONE;141
18/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ECIN;;DONE;125
26/02/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
ECIN
MAULANA";;DONE;217
01/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;;DONE;81
11/11/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ACA;;DONE;113
05/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ALIF
BENJHONSON";;DONE;54
01/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ZAINAL
ECIN";;DONE;107
14/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ERWAN;;DONE;90
23/12/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
SAHRUL
NANDA A";;DONE;76
19/09/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"PEPEN
BENJHONSON";;DONE;260
30/12/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;SAHRUL;;DONE;112
14/11/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
BOWO";;DONE;95
16/06/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BENJHONSON;;DONE;76
26/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;RICKY;;DONE;113
02/01/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"NANDA A
ACA
ECIN";;DONE;131
01/08/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"SAHRUL
BENJHONSON";;DONE;127
19/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;RICKY;;DONE;101
19/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ECIN
ERWAN";;DONE;132
24/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
ACA
BOWO";;DONE;158
06/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"SAHRUL
MAULANA";;DONE;188
29/06/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
SAHRUL
ERWAN";;DONE;98
18/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;;DONE;109
08/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ERWAN
NANDA A";;DONE;91
23/09/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ECIN;;DONE;223
16/04/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"NANDA A
SAHRUL";;DONE;200
24/11/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
ERWAN";;DONE;133
28/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
ZAINAL
SAHRUL";;DONE;74
21/05/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ZAINAL;;DONE;157
02/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ERWAN
RICKY";;DONE;121
28/09/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"RICKY
NANDA A
BENJHONSON";;DONE;207
04/09/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
PEPEN";;DONE;112
10/11/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;ERWAN;;DONE;124
09/07/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"NANDA A
BENJHONSON
ERWAN";;DONE;20
23/03/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"SAHRUL
NANDA A";;DONE;55
11/08/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ACA
ERWAN";;DONE;90
09/04/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
INDARYONO";;DONE;45
04/09/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
INDARYONO";;DONE;82
24/07/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ZAINAL
ECIN
ERWAN";;DONE;45
